Brands,SKU,Name,Tags,meta:_dtb_seo_title,meta:_dtb_seo_description
Columbia Taping Tools,AH725,"Columbia 2.5"" Angle Head Frame Tension Spring","Columbia, 2.5 inch angle head spring, tension spring, AH725, corner finisher parts, OEM replacement","Columbia 2.5"" Angle Head Frame Tension Spring - AH725","Genuine Columbia AH725 OEM replacement spring for 2.5"" angle heads. Critical for maintaining frame pressure and smooth joint compound application."
Columbia Taping Tools,AH73,"Columbia 3"" Angle Head Tension Spring","Columbia, 3 inch angle head spring, tension spring, AH73, corner finisher parts, OEM replacement","Columbia 3"" Angle Head Tension Spring - AH73","High-tensile steel tension spring for 3"" Columbia Angleheads. OEM AH73 ensures the frames and skids maintain optimal contact with the drywall surface."
Columbia Taping Tools,AH735,"Columbia 3.5"" Angle Head Frame Tension Spring","Columbia, 3.5 inch angle head spring, tension spring, AH735, corner finisher parts, OEM replacement","Columbia 3.5"" Angle Head Frame Tension Spring - AH735","Genuine Columbia AH735 OEM spring for 3.5"" angle heads. Replacing worn springs restores consistent pressure for professional internal corner finishing."
Columbia Taping Tools,COL-BBH,Columbia 180-Grip Bent Flat Box Handle,"Columbia, flat box handle, bent handle, 3BBH, 42BBH, 4BBH, 5BBH, 6BBH, 180 grip","Columbia 180-Grip Bent Flat Box Handle - COL-BBH","High-leverage Columbia Bent Box Handle with full 180-degree braking. Available in 36""-72"" lengths. Billet aluminum build for superior control on butt joints."
Columbia Taping Tools,3BBH,"Columbia 36"" 180-Grip Bent Flat Box Handle","Columbia, 36 inch flat box handle, bent handle, 3BBH, 180 grip, high leverage handle","Columbia 36"" 180-Grip Bent Flat Box Handle - 3BBH","The Columbia 3BBH offers superior leverage and 180-degree braking control. 36-inch length is ideal for standard wall work. Rugged billet aluminum design."
Columbia Taping Tools,42BBH,"Columbia 42"" 180-Grip Bent Flat Box Handle","Columbia, 42 inch flat box handle, bent handle, 42BBH, 180 grip, high leverage handle","Columbia 42"" 180-Grip Bent Flat Box Handle - 42BBH","Columbia 42"" high-leverage bent handle for professional flat joint finishing. Features a full 180-degree braking span to eliminate axle slippage."
Columbia Taping Tools,4BBH,"Columbia 48"" 180-Grip Bent Flat Box Handle","Columbia, 48 inch flat box handle, bent handle, 4BBH, 180 grip, high leverage handle","Columbia 48"" 180-Grip Bent Flat Box Handle - 4BBH","Extra-strong 48"" Columbia bent handle for high walls and ceilings. 180-degree braking ensures precise box positioning and efficient compound application."
Columbia Taping Tools,5BBH,"Columbia 60"" 180-Grip Bent Flat Box Handle","Columbia, 60 inch flat box handle, bent handle, 5BBH, 180 grip, high leverage handle","Columbia 60"" 180-Grip Bent Flat Box Handle - 5BBH","The 60-inch Columbia 5BBH provides maximum reach and control for vaulted ceilings. Bent design increases leverage while reducing operator strain."
Columbia Taping Tools,6BBH,"Columbia 72"" 180-Grip Bent Flat Box Handle","Columbia, 72 inch flat box handle, bent handle, 6BBH, 180 grip, high leverage handle","Columbia 72"" 180-Grip Bent Flat Box Handle - 6BBH","Columbia's longest 72"" bent handle for extreme reach applications. Full 180-degree braking control and rugged billet aluminum construction."
Columbia Taping Tools,COL-BH,Columbia 180-Grip Flat Box Handle,"Columbia, flat box handle, 180 grip, 3BH, 42BH, 4BH, 5BH, 6BH, billet aluminum","Columbia 180-Grip Flat Box Handle - COL-BH Series","Professional Columbia Flat Box Handles (36""-72"") with a full 180-degree braking span. Lightweight billet aluminum with comfort grips for fatigue-free finishing."
Columbia Taping Tools,3BH,"Columbia 36"" 180-Grip Flat Box Handle","Columbia, 36 inch flat box handle, 3BH, 180 grip, billet aluminum, drywall finishing","Columbia 36"" 180-Grip Flat Box Handle - 3BH","The 36-inch Columbia 3BH offers continuous braking over the entire 180-degree range. Lightweight, strong billet aluminum design for years of rugged use."
Columbia Taping Tools,42BH,"Columbia 42"" 180-Grip Flat Box Handle","Columbia, 42 inch flat box handle, 42BH, 180 grip, billet aluminum, drywall finishing","Columbia 42"" 180-Grip Flat Box Handle - 42BH","Columbia 42"" 180-grip handle for maximum control and efficiency. Hard-anodized tube resists wear and corrosion. Ideal for professional drywallers."
Columbia Taping Tools,4BH,"Columbia 48"" 180-Grip Flat Box Handle","Columbia, 48 inch flat box handle, 4BH, 180 grip, billet aluminum, drywall finishing","Columbia 48"" 180-Grip Flat Box Handle - 4BH","Reach high walls with the 48-inch Columbia 4BH. Features a full 180-degree braking span and simplified maintenance with fewer moving parts."
Columbia Taping Tools,5BH,"Columbia 60"" 180-Grip Flat Box Handle","Columbia, 60 inch flat box handle, 5BH, 180 grip, billet aluminum, drywall finishing","Columbia 60"" 180-Grip Flat Box Handle - 5BH","The 60-inch Columbia 5BH provides superior reach for ceilings. Lightweight billet aluminum design reduces operator fatigue during long shifts."
Columbia Taping Tools,6BH,"Columbia 72"" 180-Grip Featherweight Flat Box Handle","Columbia, 72 inch flat box handle, 6BH, 180 grip, featherweight handle, billet aluminum","Columbia 72"" 180-Grip Featherweight Flat Box Handle - 6BH","Columbia's 72"" featherweight handle offers the ultimate reach-to-weight ratio. Full 180-degree braking control for precise finishing on the highest surfaces."
Columbia Taping Tools,COL-CFB,Columbia Throttle Box,"Columbia, corner box, throttle box, 7CFB, 8CFB, automatic assist, billet aluminum","Columbia Throttle Box Automatic Assist Corner Box","Columbia Throttle Boxes (7"" or 8"") feature automatic assist making them 50% easier to push. Billet aluminum build with adjustable tension to prevent air pockets."
Columbia Taping Tools,7CFB,"Columbia 7"" Throttle Box","Columbia, 7 inch corner box, throttle box, 7CFB, automatic assist, billet aluminum","Columbia 7"" Throttle Box Automatic Assist Corner Box","The Columbia 7"" Throttle Box offers years of performance with automatic assist for easier pushing. Full billet aluminum construction with a stainless ball."
Columbia Taping Tools,8CFB,"Columbia 8"" Throttle Box","Columbia, 8 inch corner box, throttle box, 8CFB, automatic assist, billet aluminum","Columbia 8"" Throttle Box Automatic Assist Corner Box","High-performance 8"" Columbia Throttle Box. 50% easier to push than standard boxes. Adjustable spring tension ensures a superior finish on internal corners."
Columbia Taping Tools,COL-CLT,Columbia Cam Lock Tube,"Columbia, cam lock tube, mud tube, CLT24, CLT32, CLT42, CLT55, fast set tube","Columbia Cam Lock Compound Mud Tube - COL-CLT","The industry standard for fast-set mud. Columbia Cam Lock Tubes (24""-55"") feature firehose-style brass cams for a positive, leak-proof connection."
Columbia Taping Tools,CLT24,"Columbia 24"" Cam Lock Tube","Columbia, 24 inch cam lock tube, mud tube, CLT24, hot mud tube, billet aluminum","Columbia 24"" Cam Lock Compound Mud Tube - CLT24","Compact 24"" Columbia Cam Lock Tube for applying fast-set compounds. Features a quick-remove bottom for easy cleaning and premium Canadian craftsmanship."
Columbia Taping Tools,CLT32,"Columbia 32"" Cam Lock Tube","Columbia, 32 inch cam lock tube, mud tube, CLT32, hot mud tube, billet aluminum","Columbia 32"" Cam Lock Compound Mud Tube - CLT32","The 32-inch Columbia CLT32 is perfect for professional finishers using hot mud. Brass cams and stainless lock ring ensure a fail-safe connection every time."
Columbia Taping Tools,CLT42,"Columbia 42"" Cam Lock Tube","Columbia, 42 inch cam lock tube, mud tube, CLT42, hot mud tube, billet aluminum","Columbia 42"" Cam Lock Compound Mud Tube - CLT42","Columbia's popular 42"" Cam Lock Tube for high-volume production with fast-set mud. Billet machined in Canada using top-tier U.S. materials."
Columbia Taping Tools,CLT55,"Columbia 55"" Cam Lock Tube","Columbia, 55 inch cam lock tube, mud tube, CLT55, hot mud tube, billet aluminum","Columbia 55"" Cam Lock Compound Mud Tube - CLT55","The longest 55"" Columbia Cam Lock Tube for extreme reach. Durable contractor-grade construction designed to withstand heavy daily use with hot mud."
Columbia Taping Tools,COL-CMPX6,Columbia Stainless Steel Mud Pan,"Columbia, mud pan, stainless mud pan, C12MPX6, C14MPX6, laser welded pan, ergonomic pan","Columbia Stainless Steel Mud Pan with Rubber Grip","Premium Columbia Mud Pans (12"" or 14"") crafted from heavy-gauge stainless steel. Watertight laser-welded seams and a free soft rubber grip for comfort."
Columbia Taping Tools,C12MPX6,"Columbia 12"" Stainless Steel Mud Pan","Columbia, 12 inch mud pan, stainless mud pan, C12MPX6, laser welded pan, ergonomic pan","Columbia 12"" Stainless Steel Mud Pan - C12MPX6","Professional 12"" Columbia Mud Pan with watertight laser-welded seams. Includes a free soft, non-slip rubber grip to reduce hand fatigue during use."
Columbia Taping Tools,C14MPX6,"Columbia 14"" Stainless Steel Mud Pan","Columbia, 14 inch mud pan, stainless mud pan, C14MPX6, laser welded pan, ergonomic pan","Columbia 14"" Stainless Steel Mud Pan - C14MPX6","Heavy-duty 14"" Columbia Mud Pan for large-scale drywall tasks. Tapered sides and straight edges ensure a secure grip and effortless knife cleaning."
Columbia Taping Tools,COL-CMT,Columbia Compound Mud Tube,"Columbia, compound tube, mud tube, CMT24, CMT32, CMT42, CMT55, easy push tube","Columbia Professional Compound Mud Tube - COL-CMT","Columbia CMT Mud Tubes (24""-55"") are engineered for low-effort pushing. Hand-made from aluminum and steel for long-term durability and universal application."
Columbia Taping Tools,CMT24,"Columbia 24"" Compound Mud Tube","Columbia, 24 inch mud tube, compound tube, CMT24, easy push tube, billet aluminum","Columbia 24"" Compound Mud Tube - CMT24 | Easy Push","The 24-inch Columbia CMT24 makes pushing joint compound significantly easier. Precision-engineered components and a stainless steel ball for long life."
Columbia Taping Tools,CMT32,"Columbia 32"" Compound Mud Tube","Columbia, 32 inch mud tube, compound tube, CMT32, easy push tube, billet aluminum","Columbia 32"" Compound Mud Tube - CMT32 | Easy Push","High-quality 32"" Columbia Compound Tube designed for effortless application. Machined in Canada to ensure the highest standards of performance."
Columbia Taping Tools,CMT42,"Columbia 42"" Compound Mud Tube","Columbia, 42 inch mud tube, compound tube, CMT42, easy push tube, billet aluminum","Columbia 42"" Compound Mud Tube - CMT42 | Easy Push","Columbia's workhorse 42"" CMT Mud Tube. Reduces the physical force required to dispense compound. Perfect for flushers and corner applicators."
Columbia Taping Tools,CMT55,"Columbia 55"" Compound Mud Tube","Columbia, 55 inch mud tube, compound tube, CMT55, easy push tube, billet aluminum","Columbia 55"" Compound Mud Tube - CMT55 | Easy Push","The longest 55"" Columbia CMT Mud Tube for high-reach finishing. Hand-made aluminum and steel construction for ultimate job site reliability."
Columbia Taping Tools,COL-CSF,Columbia Combo Flusher,"Columbia, combo flusher, corner flusher, 25CSF, 3CSF, 35CSF, hand ground flusher","Columbia Combo Flusher for Internal Corner Finishing","Columbia Combo Flushers (2.5""-3.5"") apply and smooth compound in one motion. Hand-ground on granite for absolute perfection. Includes easy-glide wheels."
Columbia Taping Tools,25CSF,"Columbia 2.5"" Combo Flusher","Columbia, 2.5 inch flusher, combo flusher, 25CSF, corner flusher, hand ground flusher","Columbia 2.5"" Combo Flusher - 25CSF | Hand-Ground","Precision-engineered 2.5"" Columbia Combo Flusher. Hand-ground for flawless geometry and equipped with wheels for fluid movement on drywall surfaces."
Columbia Taping Tools,35CSF,"Columbia 3.5"" Combo Flusher","Columbia, 3.5 inch flusher, combo flusher, 35CSF, corner flusher, hand ground flusher","Columbia 3.5"" Combo Flusher - 35CSF | Hand-Ground","The widest 3.5"" Columbia Combo Flusher for professional internal corner finishing. Dual functionality as a direct or indirect flusher for maximum versatility."
Columbia Taping Tools,3CSF,"Columbia 3"" Combo Flusher","Columbia, 3 inch flusher, combo flusher, 3CSF, corner flusher, hand ground flusher","Columbia 3"" Combo Flusher - 3CSF | Hand-Ground","Columbia 3"" Combo Flusher redefined for angle finishing. Hand-made from U.S. aluminum and steel components for unmatched durability and performance."
Columbia Taping Tools,COL-CTK,Columbia Stainless Steel Comfort Grip Taping Knife,"Columbia, taping knife, joint knife, CTK8, CTK10, CTK12, CTK14, comfort grip, stainless knife","Columbia Stainless Steel Comfort Grip Taping Knife","Professional Columbia Taping Knives (8""-14"") with medium-flex stainless blades. Double-riveted aluminum back plate and rubberized comfort grip for control."
Columbia Taping Tools,CTK10,"Columbia 10"" Stainless Steel Comfort Grip Taping Knife","Columbia, 10 inch taping knife, joint knife, CTK10, comfort grip, stainless knife","Columbia 10"" Stainless Steel Comfort Grip Taping Knife - CTK10","High-performance 10"" Columbia Taping Knife. Medium-flex stainless steel blade provides rust resistance and smooth application. Ergonomic rubberized handle."
Columbia Taping Tools,CTK12,"Columbia 12"" Stainless Steel Comfort Grip Taping Knife","Columbia, 12 inch taping knife, joint knife, CTK12, comfort grip, stainless knife","Columbia 12"" Stainless Steel Comfort Grip Taping Knife - CTK12","Professional 12"" Columbia Taping Knife designed for speed and precision. Double-riveted handle and heavy-gauge aluminum back plate for rugged strength."
Columbia Taping Tools,CTK14,"Columbia 14"" Stainless Steel Comfort Grip Taping Knife","Columbia, 14 inch taping knife, joint knife, CTK14, comfort grip, stainless knife","Columbia 14"" Stainless Steel Comfort Grip Taping Knife - CTK14","Columbia's 14"" Taping Knife offers premium stainless steel performance at a carbon steel price. Ideal for large-scale finishing and skimming tasks."
