brand,name,description_full,sku,upc,price,price_numeric,description_short,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9
Asgard,Asgard Gooseneck,"Elevate your drywall work with Asgard Taping Tools by TapeTech, offering unparalleled durability and functionality without the added markup. The Asgard Gooseneck is expertly designed to quickly and efficiently load your Automatic Taper with joint compound. Crafted from high-quality stainless steel, this gooseneck guarantees a secure and robust attachment to your loading pump. It is compatible with all traditional-style automatic tapers and major brand loading pumps.",GN01-AD,873876004584,$100.00,100.0,"Elevate your drywall work with Asgard Taping Tools by TapeTech, offering unparalleled durability and functionality without the added markup. The Asgard Gooseneck is expertly designed to quickly and efficiently load your Automatic Taper with joint compound. Crafted from high-quality stainless steel, this gooseneck guarantees a secure and robust attachment to your loading pump. It is compatible with all traditional-style automatic tapers and major brand loading pumps.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3945/5910/asgard-gooseneck__06691.1750259086.jpg?c=1&imbypass=on,,,,,,,,
Asgard,Asgard Inside Corner Roller,"Asgard Inside Corner Roller

Achieve perfectly smooth and consistent inside corners with the

Asgard Inside Corner Roller. Designed for efficiency and precision, this roller ensures flawless embedding of tape and compound into inside corners, delivering professional-grade results every time.

Crafted with durable stainless steel rollers and a sturdy frame, the Asgard Inside Corner Roller glides effortlessly, saving time and effort on drywall finishing tasks. Its ergonomic design ensures comfortable handling, making it an ideal choice for both professionals and serious finishers.

Tackle inside corners with ease and confidence—choose the Asgard Inside Corner Roller for quality and reliability you can count on!",CR01-AD,873876004591,$161.00,161.0,Asgard Inside Corner Roller,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3894/5784/screenshot_2024-12-20_103232__11618.1748975365.png?c=1&imbypass=on,,,,,,,,
Asgard,Asgard Loading Pump,"Elevate Your Drywall Game with Asgard Taping Tools

Discover the durability and functionality of Asgard Taping Tools by TapeTech, all without the hefty markup. The Asgard Loading Pump, with its sleek black and vibrant blue exterior, is designed to efficiently fill drywall tools with joint compound using the Box Filler Fitting or an optional Gooseneck (sold separately). Its clamped pump tube ensures easy removal and clean-up, while the footplate provides extra stability during use. Compatible with all major brand attachments and automatic taping tools, this pump is a versatile addition to your toolkit.",LP01-AD,0873876004560,$378.00,378.0,"Discover the durability and functionality of Asgard Taping Tools by TapeTech, all without the hefty markup. The Asgard Loading Pump, with its sleek black and vibrant blue exterior, is designed to efficiently fill drywall tools with joint compound using the Box Filler Fitting or an optional Gooseneck (sold separately). Its clamped pump tube ensures easy removal and clean-up, while the footplate provides extra stability during use. Compatible with all major brand attachments and automatic taping t",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3913/5960/LP01-AD_Back__45334.1752517242.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3913/5961/LP01-AD_Front__31860.1752517242.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3913/5959/LP01-AD_Hero__34774.1752517242.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3913/5962/LP01-AD_Footplate_removed__05822.1752517242.png?c=1&imbypass=on,,,,,
Asgard,Asgard Starter Set,Asgard Starter Set,HU-OI6G-88Y4,0873876005345,"$2,265.00",2265.0,Asgard Starter Set,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4621/6135/80001E3C-1755281458-114629__37194.1755281647.png?c=1&imbypass=on,,,,,,,,
Asgard,Asgard Taping Set,"Asgard Taping set includes the following:

Asgard ""Hammer"" Automatic Taper

Asgard Loading Pump

Asgard Gooseneck

Asgard 3"" Angle Head

Asgard Corner Roller

Asgard Angle Head Adapter

2- Asgard Extendable Support Handles",TF-DVKN-31Q3,0873876005338,"$2,400.00",2400.0,Asgard Taping set includes the following:,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4620/6133/Asgard_Taping_Set__96925.1755275275.png?c=1&imbypass=on,,,,,,,,
TapeTech,TapeTech Automatic Taper Replacement Cables - 3 Pack,"These cables are super strong. They are the best cables available for your automatic taper. Made with a higher strand count than

Standard cables. This adds 25% more tensile strength for less breakage and downtime.

Cables fit the following brands:

TapeTech

Columbia

Drywall Master

NorthStar

TapeMaster

Premier

BlueLine USA

Concorde

G2

Level5

Goldblatt

TapePro",054209-3,0053722617490,$39.95,39.95,These cables are super strong. They are the best cables available for your automatic taper. Made with a higher strand count than,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3234/864/cable_3_pk__72418.1675191890.jpg?c=1&imbypass=on,,,,,,,,
Graco,Graco Belt for RTX 1500,Replacement belt for the Graco RTX 1500.,118845,633955071759,$78.06,78.06,Replacement belt for the Graco RTX 1500.,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1060/3750/graco_belt__62293.1675191931.jpg?c=1&imbypass=on,,,,,,,,
TapeTech,"BeroXpert 40"" Extension Handle for Smoothing Blades","Use this extension pole to minimize time spent on scaffolding and stilts, improve speed and efficiency across all levels of drywall finishing, and reach up to six feet effortlessly.
This handle

Extends from 36"" to 72"". This handle is a must-have for using your TapeTech or BeroXpert smoothing blades on ceilings or high areas.",BXEH40TT-A,810135983662,$89.00,89.0,"Use this extension pole to minimize time spent on scaffolding and stilts, improve speed and efficiency across all levels of drywall finishing, and reach up to six feet effortlessly.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2259/1309/1untitled__44359.1675191897.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2259/380/1unntitled__80905.1675191883.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2259/939/untitled__00107.1675191891.jpg?c=1&imbypass=on,,,,,,
Columbia Taping Tools,"Columbia ""Sawed Off"" Mini Automatic Taper","## Master Tight Spaces Without Sacrificing Performance

The Columbia ""Sawed Off"" Mini Automatic Taper is engineered for drywall professionals who regularly work in confined environments. At 39 inches, it delivers the full reliability and output of a standard-length taper while navigating stairwells, closets, hallways, and low-ceiling spaces where conventional tools cannot operate effectively. Every job gets the same flawless tape embed — regardless of the space.

## Built for Longevity and Low Maintenance

The hard-anodized aluminum tube prevents track lines for a consistently clean finish on every pass. Corrosion-resistant stainless steel side plates, cable drum, and creaser arms ensure the tool holds up to the abuse of daily job-site use. An easily removable cap streamlines cleaning and maintenance, minimizing downtime so you can stay productive throughout the workday.

## Key Features

- **Compact 39"" Length:** Engineered for full performance in stairwells, closets, and confined ceiling areas where standard tapers cannot reach.
- **Hard-Anodized Tube:** Prevents track lines and compound buildup, delivering a clean, professional finish on every pass.
- **Stainless Steel Components:** Side plates, cable drum, and creaser arms resist corrosion and withstand demanding daily professional use.
- **Quick-Release Tape System:** Adjustable brake and rapid tape-change mechanism reduce setup time and keep your workflow moving.
- **Reduced Corner Drag:** Precision-engineered geometry reduces friction in tight corners, cutting operator fatigue and increasing finishing speed.
- **Professional-Grade Reliability:** Built to the same standard as the full-size Columbia Taper — trusted by finishing contractors across North America.

---

## Technical Specifications

| Specification | Detail |
|---|---|
| **SKU** | STAPER |
| **Tool Type** | Compact Automatic Taper |
| **Overall Length** | 39 in (990 mm) |
| **Tube Construction** | Hard-anodized aluminum |
| **Side Plates** | Stainless steel |
| **Cable Drum** | Stainless steel |
| **Creaser Arms** | Stainless steel |
| **Tape Brake** | Adjustable |
| **Tape Release** | Quick-release mechanism |
| **Tape Width Compatibility** | 2 in (50 mm) standard drywall tape |
| **Suitable Applications** | Flats and angles; stairwells, closets, low-ceiling spaces |
| **Manufacturer Warranty** | 5-year against manufacturer defects |
| **Country of Origin** | Canada |
| **Brand** | Columbia Taping Tools |",STAPER,824149009416,"$1,649.29",1649.29,"The Columbia ""Sawed Off"" Mini Automatic Taper is the professional's go-to tool for confined spaces. At just 39 inches, it delivers full-size performance in stairwells, closets, and low-ceiling areas, featuring a hard-anodized tube, corrosion-resistant stainless steel components, and a quick-release tape system.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2559/1670/sawed_off__41387.1675191902.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2559/758/sawed_off_w__21170.1675191889.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2559/1311/sawed1__44594.1675191897.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2559/483/hqdefault_19_18__53389.1675191885.jpg?c=1&imbypass=on,,,,,
Columbia Taping Tools,"Columbia 1.5"" PUTTY KNIFE","## Precision Control for Detail Finish Work

The Columbia Taping Tools 1.5"" Putty Knife is the right tool for every detail-intensive task on the drywall job site. Whether you are filling nail holes, patching small imperfections, feathering tight edges, or cleaning dried compound from surfaces, this knife delivers the exact control needed to achieve a flawless, paint-ready result. Its compact 1.5-inch blade is specifically sized for work in corners, around fixtures, and along trim lines where larger tools cannot operate.

## Built for the Rigors of Professional Use

Columbia Taping Tools has engineered this putty knife with materials that meet the high demands of daily professional use. The blade resists rust and wear, maintaining its sharp, responsive edge through extended job-site exposure to compound and moisture. The ergonomic handle is shaped to reduce hand fatigue during repetitive tasks, ensuring consistent precision from the first patch to the final touch-up. This is a tool you reach for dozens of times per day — and it will not let you down.

## Key Features

- **1.5-Inch Precision Blade:** Ideal width for tight corners, nail holes, screw-head spotting, and detail compound work.
- **Corrosion-Resistant Construction:** Premium blade material resists rust and compound buildup for long-term performance.
- **Ergonomic Handle:** Designed to reduce hand fatigue during high-repetition tasks, maintaining comfort and control throughout the day.
- **Stiff Blade Action:** Provides the control needed for scraping, patching, and precise compound application without flex or chatter.
- **Versatile Application:** Equally effective for filling, scraping, feathering edges, and cleaning tool surfaces between coats.
- **Trusted Brand Quality:** Backed by the reputation of Columbia Taping Tools, a leader in professional drywall finishing equipment.

---

## Technical Specifications

| Specification | Detail |
|---|---|
| **SKU** | NPK1.5 |
| **Tool Type** | Putty Knife |
| **Blade Width** | 1.5 in (38 mm) |
| **Blade Material** | High-carbon steel, corrosion-resistant |
| **Blade Profile** | Stiff / rigid |
| **Handle Material** | Ergonomic composite |
| **Suitable Applications** | Nail hole filling, patching, edge feathering, surface scraping |
| **Brand** | Columbia Taping Tools |",NPK1.5,824149011907,$10.83,10.83,"The Columbia Taping Tools 1.5"" Putty Knife is precision-built for patching, scraping, and detail finish work on the professional job site. Constructed with a stiff, corrosion-resistant blade and an ergonomic handle, it delivers the control and durability professionals demand for tight corners, small repairs, and precise compound application.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4601/6051/80001DBD-1749583832-114629__95534.1753986411.png?c=1&imbypass=on,,,,,,,,
Columbia Taping Tools,"Columbia 10"" Automatic Assist Drywall Tool Flat Box","## Effortless Finishing, Professional Results

The Columbia 10"" Automatic Assist Drywall Flat Box redefines what professionals expect from a finishing tool. By integrating a precision-engineered spring-loaded assist mechanism directly into the compound chamber, this box actively manages pressure during each pass. The result is a noticeably smoother glide across flat joints and butt seams, with significantly less physical effort required from the operator — a critical advantage during long finishing days on high-volume commercial and residential projects.

## Engineered for the Demanding Job Site

Columbia Taping Tools are manufactured to exacting standards, and the 10"" Automatic Assist box reflects that commitment. The internal components are precision-calibrated to deliver a consistent, ridge-free compound application on every pass, eliminating the inconsistencies that lead to extra sanding and touch-up work. Compatible with all major brands of flat box handles, this tool integrates seamlessly into any existing tool setup. Backed by a 5-year manufacturer warranty, it is a long-term investment in your finishing workflow.

## Key Features

- **Automatic Assist Technology:** Integrated spring-loaded system applies constant, optimal pressure to the compound chamber, reducing manual effort on every pass.
- **10-Inch Finishing Width:** The standard professional width for flat joints and butt seams, offering ideal coverage and precise compound control.
- **Reduced Operator Fatigue:** The assisted mechanism dramatically cuts the physical strain of extended finishing sessions without sacrificing output quality.
- **Universal Handle Compatibility:** Engineered to fit seamlessly with all major brands of flat box handles for maximum versatility.
- **Superior Build Quality:** Precision-machined components and high-grade materials ensure consistent performance and durability under daily professional use.
- **5-Year Warranty:** Protected by Columbia's industry-leading manufacturer warranty for long-term peace of mind.

---

## Technical Specifications

| Specification | Detail |
|---|---|
| **SKU** | 10FBBA |
| **Tool Type** | Automatic Assist Drywall Flat Box |
| **Box Width** | 10 in (254 mm) |
| **Assist Mechanism** | Spring-loaded compound chamber assist |
| **Suitable Applications** | First-coat and finish-coat flat joint application |
| **Handle Compatibility** | Universal flat box handle (all major brands) |
| **Manufacturer Warranty** | 5-year against manufacturer defects |
| **Country of Origin** | Canada |
| **Brand** | Columbia Taping Tools |",10FBBA,824149008143,$492.08,492.08,"The Columbia 10"" Automatic Assist Drywall Flat Box uses a precision spring-loaded mechanism to actively assist compound delivery, significantly reducing operator effort while delivering consistent, professional-grade flat joint finishes. Built for high-volume work, it pairs with all major flat box handles and is backed by a 5-year manufacturer warranty.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3119/3836/10ffba__70912.1675191932.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3119/4053/columbia_waranty_6_1_1_1__51037.1675191935.jpg?c=1&imbypass=on,,,,,,,
